Dado,Label,Predição,Avaliação,Label_Cod,Predicao_Cod,Precisao,Recall,F-Measure
41,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
41,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
43,correto,P-incorreto,FP,1,0,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
43,correto,P-incorreto,FP,1,0,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
41,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
52,incorreto,P-correto,FN,0,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
43,correto,P-incorreto,FP,1,0,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
41,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
52,incorreto,P-correto,FN,0,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
41,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
43,correto,P-incorreto,FP,1,0,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
43,correto,P-incorreto,FP,1,0,0.917877094972067,0.845164609053498,0.8800214247455812
41,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
41,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
52,incorreto,P-correto,FN,0,1,0.917877094972067,0.845164609053498,0.8800214247455812
41,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
43,correto,P-incorreto,FP,1,0,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
41,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
53,incorreto,P-incorreto,VN,0,0,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
43,correto,P-incorreto,FP,1,0,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
43,correto,P-incorreto,FP,1,0,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
43,correto,P-incorreto,FP,1,0,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
52,incorreto,P-correto,FN,0,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
43,correto,P-incorreto,FP,1,0,0.917877094972067,0.845164609053498,0.8800214247455812
52,incorreto,P-correto,FN,0,1,0.917877094972067,0.845164609053498,0.8800214247455812
41,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
41,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
43,correto,P-incorreto,FP,1,0,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
53,incorreto,P-incorreto,VN,0,0,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
51,incorreto,P-incorreto,VN,0,0,0.917877094972067,0.845164609053498,0.8800214247455812
41,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
52,incorreto,P-correto,FN,0,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
43,correto,P-incorreto,FP,1,0,0.917877094972067,0.845164609053498,0.8800214247455812
52,incorreto,P-correto,FN,0,1,0.917877094972067,0.845164609053498,0.8800214247455812
52,incorreto,P-correto,FN,0,1,0.917877094972067,0.845164609053498,0.8800214247455812
43,correto,P-incorreto,FP,1,0,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
41,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
52,incorreto,P-correto,FN,0,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
52,incorreto,P-correto,FN,0,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
41,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
43,correto,P-incorreto,FP,1,0,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
52,incorreto,P-correto,FN,0,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
41,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
43,correto,P-incorreto,FP,1,0,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
41,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
41,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
52,incorreto,P-correto,FN,0,1,0.917877094972067,0.845164609053498,0.8800214247455812
41,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
41,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
52,incorreto,P-correto,FN,0,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
41,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
41,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
43,correto,P-incorreto,FP,1,0,0.917877094972067,0.845164609053498,0.8800214247455812
43,correto,P-incorreto,FP,1,0,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
52,incorreto,P-correto,FN,0,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
41,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
43,correto,P-incorreto,FP,1,0,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
41,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
53,incorreto,P-incorreto,VN,0,0,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
52,incorreto,P-correto,FN,0,1,0.917877094972067,0.845164609053498,0.8800214247455812
43,correto,P-incorreto,FP,1,0,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
43,correto,P-incorreto,FP,1,0,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
41,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
41,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
43,correto,P-incorreto,FP,1,0,0.917877094972067,0.845164609053498,0.8800214247455812
41,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
43,correto,P-incorreto,FP,1,0,0.917877094972067,0.845164609053498,0.8800214247455812
52,incorreto,P-correto,FN,0,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
41,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
41,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
43,correto,P-incorreto,FP,1,0,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
41,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
41,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
43,correto,P-incorreto,FP,1,0,0.917877094972067,0.845164609053498,0.8800214247455812
41,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
43,correto,P-incorreto,FP,1,0,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
43,correto,P-incorreto,FP,1,0,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
41,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
43,correto,P-incorreto,FP,1,0,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
43,correto,P-incorreto,FP,1,0,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
43,correto,P-incorreto,FP,1,0,0.917877094972067,0.845164609053498,0.8800214247455812
43,correto,P-incorreto,FP,1,0,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
44,correto,P-incorreto,FP,1,0,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
52,incorreto,P-correto,FN,0,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
41,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
52,incorreto,P-correto,FN,0,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
52,incorreto,P-correto,FN,0,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
41,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
41,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
41,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
43,correto,P-incorreto,FP,1,0,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
43,correto,P-incorreto,FP,1,0,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
52,incorreto,P-correto,FN,0,1,0.917877094972067,0.845164609053498,0.8800214247455812
52,incorreto,P-correto,FN,0,1,0.917877094972067,0.845164609053498,0.8800214247455812
43,correto,P-incorreto,FP,1,0,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
52,incorreto,P-correto,FN,0,1,0.917877094972067,0.845164609053498,0.8800214247455812
41,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
43,correto,P-incorreto,FP,1,0,0.917877094972067,0.845164609053498,0.8800214247455812
41,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
51,incorreto,P-incorreto,VN,0,0,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
52,incorreto,P-correto,FN,0,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
41,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
43,correto,P-incorreto,FP,1,0,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
41,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
41,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
53,incorreto,P-incorreto,VN,0,0,0.917877094972067,0.845164609053498,0.8800214247455812
52,incorreto,P-correto,FN,0,1,0.917877094972067,0.845164609053498,0.8800214247455812
41,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
43,correto,P-incorreto,FP,1,0,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
41,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
43,correto,P-incorreto,FP,1,0,0.917877094972067,0.845164609053498,0.8800214247455812
52,incorreto,P-correto,FN,0,1,0.917877094972067,0.845164609053498,0.8800214247455812
41,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
43,correto,P-incorreto,FP,1,0,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
42,correto,P-correto,VP,1,1,0.917877094972067,0.845164609053498,0.8800214247455812
